"source"	"target"	"relation"	"relation long"	"tabletID"	"museum Nr"	"excavation Nr"	"publication"	"archive"	"text type"	"subtype"	"place of writing"	"date"	"reign"	"reign order"
"P02641"	P00043	"Uncle of"	"Uncle of Nergal-zēru-ibni"	"T00042"	"BM 30281"		"Wunsch 2000b, no. 1"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with antichretic pledge"	"Babylon"	"05.13.36 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P00021"	P23848	"Neighbour of"	"Neighbour of Balāṭu"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P00043"	P23848	"Neighbour of"	"Neighbour of Balāṭu"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P02641"	P23848	"Neighbour of"	"Neighbour of Balāṭu"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P00021"	P00626	"Neighbour of"	"Neighbour of Kabtia"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P00043"	P00626	"Neighbour of"	"Neighbour of Kabtia"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P02641"	P00626	"Neighbour of"	"Neighbour of Kabtia"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P00626"	P00021	"Neighbour of"	"Neighbour of Nabû-ahhē-iddin"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P23848"	P00021	"Neighbour of"	"Neighbour of Nabû-ahhē-iddin"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P00626"	P00043	"Neighbour of"	"Neighbour of Nergal-zēru-ibni"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P23848"	P00043	"Neighbour of"	"Neighbour of Nergal-zēru-ibni"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P00626"	P02641	"Neighbour of"	"Neighbour of Taqīš-Gula"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P23848"	P02641	"Neighbour of"	"Neighbour of Taqīš-Gula"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P00043"	P02641	"Nephew of"	"Nephew of Taqīš-Gula"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P02641"	P00043	"Uncle of"	"Uncle of Nergal-zēru-ibni"	"T00043"	"O 637"		"Wunsch 2000b, no. 2"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"25.9.00 Neriglissar"	Neriglissar	8
"P00021"	P00626	"Neighbour of"	"Neighbour of Kabt[ia]"	"T00044"	"BM 41505"		"Wunsch 2000b, no. 3"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Broken/Unclear"	"NN"	NN	null
"P00043"	P00626	"Neighbour of"	"Neighbour of Kabt[ia]"	"T00044"	"BM 41505"		"Wunsch 2000b, no. 3"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Broken/Unclear"	"NN"	NN	null
"P29164"	P00626	"Neighbour of"	"Neighbour of Kabt[ia]"	"T00044"	"BM 41505"		"Wunsch 2000b, no. 3"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Broken/Unclear"	"NN"	NN	null
"P00626"	P00021	"Neighbour of"	"Neighbour of [Nabû-ahhē-iddin]"	"T00044"	"BM 41505"		"Wunsch 2000b, no. 3"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Broken/Unclear"	"NN"	NN	null
"P00626"	P00043	"Neighbour of"	"Neighbour of [Nergal-zēru-ibni]"	"T00044"	"BM 41505"		"Wunsch 2000b, no. 3"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Broken/Unclear"	"NN"	NN	null
"P00626"	P29164	"Neighbour of"	"Neighbour of [Taqīš-Gul]a"	"T00044"	"BM 41505"		"Wunsch 2000b, no. 3"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Broken/Unclear"	"NN"	NN	null
"P00043"	P29164	"Nephew of"	"Nephew of [Taqīš-Gul]a"	"T00044"	"BM 41505"		"Wunsch 2000b, no. 3"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Broken/Unclear"	"NN"	NN	null
"P29164"	P00043	"Uncle of"	"Uncle of [Nergal-zēru-ibni]"	"T00044"	"BM 41505"		"Wunsch 2000b, no. 3"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Broken/Unclear"	"NN"	NN	null
"P01993"	P02842	"Brother of"	"Brother of Iqīša-Marduk"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02203"	P02842	"Brother of"	"Brother of Iqīša-Marduk"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02383"	P02842	"Brother of"	"Brother of Iqīša-Marduk"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P01993"	P02203	"Brother of"	"Brother of Marduk-šākin-šumi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02383"	P02203	"Brother of"	"Brother of Marduk-šākin-šumi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02842"	P02203	"Brother of"	"Brother of Marduk-šākin-šumi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P01993"	P02383	"Brother of"	"Brother of Nabû-bān-ahi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02203"	P02383	"Brother of"	"Brother of Nabû-bān-ahi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02842"	P02383	"Brother of"	"Brother of Nabû-bān-ahi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02203"	P01993	"Brother of"	"Brother of Nabû-ēṭir-napšāti"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02383"	P01993	"Brother of"	"Brother of Nabû-ēṭir-napšāti"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02842"	P01993	"Brother of"	"Brother of Nabû-ēṭir-napšāti"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P01984"	P02842	"Neighbour of"	"Neighbour of Iqīša-Marduk"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02110"	P02842	"Neighbour of"	"Neighbour of Iqīša-Marduk"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02233"	P02842	"Neighbour of"	"Neighbour of Iqīša-Marduk"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02371"	P02842	"Neighbour of"	"Neighbour of Iqīša-Marduk"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02584"	P02842	"Neighbour of"	"Neighbour of Iqīša-Marduk"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P00021"	P02110	"Neighbour of"	"Neighbour of Kalbāya"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P01993"	P02110	"Neighbour of"	"Neighbour of Kalbāya"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02203"	P02110	"Neighbour of"	"Neighbour of Kalbāya"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02383"	P02110	"Neighbour of"	"Neighbour of Kalbāya"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02842"	P02110	"Neighbour of"	"Neighbour of Kalbāya"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P00021"	P02233	"Neighbour of"	"Neighbour of Marduk-šumu-uṣur"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P01993"	P02233	"Neighbour of"	"Neighbour of Marduk-šumu-uṣur"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02203"	P02233	"Neighbour of"	"Neighbour of Marduk-šumu-uṣur"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02383"	P02233	"Neighbour of"	"Neighbour of Marduk-šumu-uṣur"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02842"	P02233	"Neighbour of"	"Neighbour of Marduk-šumu-uṣur"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P01984"	P02203	"Neighbour of"	"Neighbour of Marduk-šākin-šumi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02110"	P02203	"Neighbour of"	"Neighbour of Marduk-šākin-šumi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02233"	P02203	"Neighbour of"	"Neighbour of Marduk-šākin-šumi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02371"	P02203	"Neighbour of"	"Neighbour of Marduk-šākin-šumi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02584"	P02203	"Neighbour of"	"Neighbour of Marduk-šākin-šumi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P01984"	P00021	"Neighbour of"	"Neighbour of Nabû-ahhē-iddin"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02110"	P00021	"Neighbour of"	"Neighbour of Nabû-ahhē-iddin"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02233"	P00021	"Neighbour of"	"Neighbour of Nabû-ahhē-iddin"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02371"	P00021	"Neighbour of"	"Neighbour of Nabû-ahhē-iddin"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02584"	P00021	"Neighbour of"	"Neighbour of Nabû-ahhē-iddin"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P00021"	P02371	"Neighbour of"	"Neighbour of Nabû-aplu-iddin"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P01993"	P02371	"Neighbour of"	"Neighbour of Nabû-aplu-iddin"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02203"	P02371	"Neighbour of"	"Neighbour of Nabû-aplu-iddin"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02383"	P02371	"Neighbour of"	"Neighbour of Nabû-aplu-iddin"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02842"	P02371	"Neighbour of"	"Neighbour of Nabû-aplu-iddin"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P01984"	P02383	"Neighbour of"	"Neighbour of Nabû-bān-ahi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02110"	P02383	"Neighbour of"	"Neighbour of Nabû-bān-ahi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02233"	P02383	"Neighbour of"	"Neighbour of Nabû-bān-ahi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02371"	P02383	"Neighbour of"	"Neighbour of Nabû-bān-ahi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02584"	P02383	"Neighbour of"	"Neighbour of Nabû-bān-ahi"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P00021"	P01984	"Neighbour of"	"Neighbour of Nabû-ēreš"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P01993"	P01984	"Neighbour of"	"Neighbour of Nabû-ēreš"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02203"	P01984	"Neighbour of"	"Neighbour of Nabû-ēreš"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02383"	P01984	"Neighbour of"	"Neighbour of Nabû-ēreš"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02842"	P01984	"Neighbour of"	"Neighbour of Nabû-ēreš"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P01984"	P01993	"Neighbour of"	"Neighbour of Nabû-ēṭir-napšāti"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02110"	P01993	"Neighbour of"	"Neighbour of Nabû-ēṭir-napšāti"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02233"	P01993	"Neighbour of"	"Neighbour of Nabû-ēṭir-napšāti"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02371"	P01993	"Neighbour of"	"Neighbour of Nabû-ēṭir-napšāti"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02584"	P01993	"Neighbour of"	"Neighbour of Nabû-ēṭir-napšāti"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P00021"	P02584	"Neighbour of"	"Neighbour of Silim-Bēl"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P01993"	P02584	"Neighbour of"	"Neighbour of Silim-Bēl"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02203"	P02584	"Neighbour of"	"Neighbour of Silim-Bēl"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02383"	P02584	"Neighbour of"	"Neighbour of Silim-Bēl"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P02842"	P02584	"Neighbour of"	"Neighbour of Silim-Bēl"	"T00045"	"BM 41399"		"Wunsch 2000b, no. 6"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	"08.12.00 Neriglissar"	Neriglissar	8
"P29496"	P01936	"Neighbour of"	"Neighbour of Aplāya"	"T00047"	"BM 32640+"		"Wunsch 2000b, no. 5A"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	".12.30 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P29599"	P01936	"Neighbour of"	"Neighbour of Aplāya"	"T00047"	"BM 32640+"		"Wunsch 2000b, no. 5A"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	".12.30 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P01936"	P29599	"Neighbour of"	"Neighbour of Iqīša-Marduk"	"T00047"	"BM 32640+"		"Wunsch 2000b, no. 5A"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	".12.30 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P02314"	P29599	"Neighbour of"	"Neighbour of Iqīša-Marduk"	"T00047"	"BM 32640+"		"Wunsch 2000b, no. 5A"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	".12.30 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P01936"	P29496	"Neighbour of"	"Neighbour of Mušallim-Marduk"	"T00047"	"BM 32640+"		"Wunsch 2000b, no. 5A"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	".12.30 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P02314"	P29496	"Neighbour of"	"Neighbour of Mušallim-Marduk"	"T00047"	"BM 32640+"		"Wunsch 2000b, no. 5A"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	".12.30 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P29496"	P02314	"Neighbour of"	"Neighbour of Mušēzib-Bēl"	"T00047"	"BM 32640+"		"Wunsch 2000b, no. 5A"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	".12.30 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P29599"	P02314	"Neighbour of"	"Neighbour of Mušēzib-Bēl"	"T00047"	"BM 32640+"		"Wunsch 2000b, no. 5A"	"Egibi Nūr-Sîn"	"Legal document"	"purchase"	"Babylon"	".12.30 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P00005"	P08845	"Neighbour of"	"Neighbour of Barsipītu"	"T00049"	"BM 30627"		"Wunsch 2000b, no. 11"	"Egibi Nūr-Sîn"	"Legal document"	"inheritance-related"	"Nār-eššu"	"01.7.03 Darius I"	Darius I	16
"P08845"	P00005	"Neighbour of"	"Neighbour of Marduk-nāṣir-apli"	"T00049"	"BM 30627"		"Wunsch 2000b, no. 11"	"Egibi Nūr-Sîn"	"Legal document"	"inheritance-related"	"Nār-eššu"	"01.7.03 Darius I"	Darius I	16
"P02497"	P15718	"Neighbour of"	"Neighbour of Nabû-tabni-uṣur"	"T00049"	"BM 30627"		"Wunsch 2000b, no. 11"	"Egibi Nūr-Sîn"	"Legal document"	"inheritance-related"	"Nār-eššu"	"01.7.03 Darius I"	Darius I	16
"P02497"	P15416	"Neighbour of"	"Neighbour of Nabû-uballiṭ"	"T00049"	"BM 30627"		"Wunsch 2000b, no. 11"	"Egibi Nūr-Sîn"	"Legal document"	"inheritance-related"	"Nār-eššu"	"01.7.03 Darius I"	Darius I	16
"P15416"	P02497	"Neighbour of"	"Neighbour of Nergal-ēṭir"	"T00049"	"BM 30627"		"Wunsch 2000b, no. 11"	"Egibi Nūr-Sîn"	"Legal document"	"inheritance-related"	"Nār-eššu"	"01.7.03 Darius I"	Darius I	16
"P15718"	P02497	"Neighbour of"	"Neighbour of Nergal-ēṭir"	"T00049"	"BM 30627"		"Wunsch 2000b, no. 11"	"Egibi Nūr-Sîn"	"Legal document"	"inheritance-related"	"Nār-eššu"	"01.7.03 Darius I"	Darius I	16
"P19945"	P02497	"Neighbour of"	"Neighbour of Nergal-ēṭir"	"T00049"	"BM 30627"		"Wunsch 2000b, no. 11"	"Egibi Nūr-Sîn"	"Legal document"	"inheritance-related"	"Nār-eššu"	"01.7.03 Darius I"	Darius I	16
"P02497"	P19945	"Neighbour of"	"Neighbour of Tabnēa"	"T00049"	"BM 30627"		"Wunsch 2000b, no. 11"	"Egibi Nūr-Sîn"	"Legal document"	"inheritance-related"	"Nār-eššu"	"01.7.03 Darius I"	Darius I	16
"P00005"	P02497	"Nephew of"	"Nephew of Nergal-ēṭir"	"T00049"	"BM 30627"		"Wunsch 2000b, no. 11"	"Egibi Nūr-Sîn"	"Legal document"	"inheritance-related"	"Nār-eššu"	"01.7.03 Darius I"	Darius I	16
"P02497"	P00005	"Uncle of"	"Uncle of Marduk-nāṣir-apli"	"T00049"	"BM 30627"		"Wunsch 2000b, no. 11"	"Egibi Nūr-Sîn"	"Legal document"	"inheritance-related"	"Nār-eššu"	"01.7.03 Darius I"	Darius I	16
"P00005"	P23754	"Brother of"	"Brother of Anonymous group"	"T00050"	"BM 31521+"		"Wunsch 2000b, no. 13"	"Egibi Nūr-Sîn"	"Legal document"	"exchange"	"Babylon"	"02.1.10 Darius I"	Darius I	16
"P23754"	P00005	"Brother of"	"Brother of Marduk-nāṣir-apli"	"T00050"	"BM 31521+"		"Wunsch 2000b, no. 13"	"Egibi Nūr-Sîn"	"Legal document"	"exchange"	"Babylon"	"02.1.10 Darius I"	Darius I	16
"P00022"	P02623	"Brother of"	"Brother of Sūqa’ītu"	"T00050"	"BM 31521+"		"Wunsch 2000b, no. 13"	"Egibi Nūr-Sîn"	"Legal document"	"exchange"	"Babylon"	"02.1.10 Darius I"	Darius I	16
"P27813"	P02497	"Child of"	"Child of Nergal-ēṭir"	"T00050"	"BM 31521+"		"Wunsch 2000b, no. 13"	"Egibi Nūr-Sîn"	"Legal document"	"exchange"	"Babylon"	"02.1.10 Darius I"	Darius I	16
"P02497"	P27813	"Father of"	"Father of Anonymous group"	"T00050"	"BM 31521+"		"Wunsch 2000b, no. 13"	"Egibi Nūr-Sîn"	"Legal document"	"exchange"	"Babylon"	"02.1.10 Darius I"	Darius I	16
