Tablet ID	Orig Tablet ID	Museum nr	Excavation_NR	Publication	Archive	Text type	Subtype	Main Objects	Place of writing	Babylonian date (D.M.Y King)	Julian date	Comments	CDLI	BM	Nabucco	Achemenet	Oracc	Author	Attestation ids	Orig. Attestation ids	
T00047	47	BM 32640+		Wunsch 2000b, no. 5A	Egibi Nūr-Sîn	Legal document	purchase	"atru (additional payment); broken/unclear; eqlu (field); eqlu gišimmaru zaqpu (field planted with date palms); eqlu mērešu u taptû (grain-cultivated and newly cleared field); kaspu (silver); kaspu šibirtu (silver in pieces); mahīru (market rate); šīmu (price); ṭuppu (tablet, record); zēru (arable land)"	Babylon	.12.30 Nebuchadnezzar II	[574]	The name of one of the witnesses is broken. It is possible that this is an official document with judges and notaries present and their seals used, but the witness list is badly damaged. BM 32184 (Wunsch 2000b, no. 7) refers to the same purchase.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-2387	http://nabucco.arts.kuleuven.be/item/29071	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328212	-	Maarja Seire (19/01/2018)	"""A00368; A00369; A00370; A00371; A00372; A00373; A00374; A00375; A00376; A00377; A25522; A25573; A25576"""	"368; 369; 370; 371; 372; 373; 374; 375; 376; 377; 25522; 25573; 25576"	
T00048	48	BM 48351		Wunsch 2000b, no. 5B	Egibi Nūr-Sîn	Legal document	NN	NN	Broken/Unclear	.12.30 Nebuchadnezzar II	[574]	See the duplicate BM 32640 (Wunsch 2000b, no. 5A). BM 48351 is a smaller fragment.	-	https://www.britishmuseum.org/collection/object/W_1881-1103-1061	https://nabucco.arts.kuleuven.be/item/29071	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328212	-	Maarja Seire (19/01/2018)	NN	NN	
T00049	49	BM 30627		Wunsch 2000b, no. 11	Egibi Nūr-Sîn	Legal document	inheritance-related	"makallû ša hanšê (mooring place of the hanšû-land); mû (water); mūṣû (exit street); šaṭāru (record); zaqpu (planted with palm trees); zēru (arable land); zittu (inheritance share)"	Nār-eššu	01.7.03 Darius I	519	The document relates to an inheritance and is essentially a field plan. The obverse contains the exact measurements, cf. BM 30365 + BM 32216. The edges mention neighbours. The reverse explains how the property is divided between an uncle and his nephew.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-354	http://nabucco.arts.kuleuven.be/item/28750	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328230	-	Maarja Seire (19/01/2018)	"""A00378; A00379; A00381; A00384; A00385; A00386; A00387; A00388; A25525; A32047; A32053; A32059"""	"378; 379; 381; 384; 385; 386; 387; 388; 25525; 32047; 32053; 32059"	
T00050	50	BM 31521+		Wunsch 2000b, no. 13	Egibi Nūr-Sîn	Legal document	exchange	"abulli Ebišu (Ebišu Gate); abulli Enlil (Enlil Gate); bītu (house); harru (canal); kaspu (silver); maškanu (pledge); pīhat Bābili (district of Babylon); pīhat Dilbat (district of Dilbat); ṭuppi šupêlti (tablet of the exchange); zēru zaqpu (land planted with date palms); zēru zaqpu mērešu u taptû (land planted with date palms, grain-cultivated and newly cleared land); zēru zaqpu u pî šulpi (land planted with palm trees and grain)"	Babylon	02.1.10 Darius I	512	The tablet is a complex exchange document. See the paraphrase in NaBuCCo.	https://cdli.ucla.edu/P405111	https://www.britishmuseum.org/collection/object/W_1876-1117-1248	http://nabucco.arts.kuleuven.be/item/28699	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328236	-	Maarja Seire (19/01/2018)	"""A00389; A00390; A00391; A00392; A00393; A00394; A00395; A00396; A00397; A00398; A00399; A00400; A00401; A00403; A00404; A00405; A00406; A00407; A00408; A00409; A00410; A00411; A00412; A00413; A00414; A00415; A00416; A00418; A53187; A53188; A53189; A53190"""	"389; 390; 391; 392; 393; 394; 395; 396; 397; 398; 399; 400; 401; 403; 404; 405; 406; 407; 408; 409; 410; 411; 412; 413; 414; 415; 416; 418; 53187; 53188; 53189; 53190"	
T00051	51	BM 30651		Abraham 2004, no. 20	Egibi Nūr-Sîn	Legal document	receipt	kaspu peṣû (white silver)	Not mentioned	NN	-	Records silver payments from various individuals. Receiving party is not explicitly mentioned. Two witnesses, no scribe. 	-	https://www.britishmuseum.org/collection/object/W_1876-1117-378	http://nabucco.arts.kuleuven.be/item/31126	-	-	Maarja Seire (23/01/2018)	"""A00419; A00420; A00421; A00422; A00423; A00424; A00425; A00427; A00428; A00429; A00430; A01410; A02987"""	"419; 420; 421; 422; 423; 424; 425; 427; 428; 429; 430; 1410; 2987"	
T00052	52	BM 30747		Abraham 2004, no. 21	Egibi Nūr-Sîn	Legal document	receipt	"eleppu (boat); miksu (customs dues); šūmū (onions, garlic)"	Not mentioned	NN	-	No explicit mention of a scribe. The document is somewhat between the legal and administrative document type.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-474	http://nabucco.arts.kuleuven.be/item/31267	-	-	Maarja Seire (23/01/2018)	"""A00431; A00432; A00433; A00434; A00435; A00436; A00437; A00438; A00439; A00440; A00441"""	"431; 432; 433; 434; 435; 436; 437; 438; 439; 440; 441"	
T00053	53	BM 30764		Abraham 2004, no. 22	Egibi Nūr-Sîn	Legal document	receipt	"agru (hireling); šādidu (boat tower)"	Babylon	23.3.25 Darius I	497		-	https://www.britishmuseum.org/collection/object/W_1876-1117-491	http://nabucco.arts.kuleuven.be/item/31405	-	-	Maarja Seire (23/01/2018)	"""A00442; A00443; A00444; A00445; A00446; A00447; A00448; A51653; A57914"""	"442; 443; 444; 445; 446; 447; 448; 51653; 57914"	
T00054	54	BM 30772		Abraham 2004, no. 23	Egibi Nūr-Sîn	Legal document	receipt	"ilku (corvée); unāt qašti (fitting of the archer)"	Babylon	20.13.26 Darius I	495	Problematic object mentioned in line 1: ilki ṭīpi ša GIM unāt qašti. See Abraham 2004, p. 244.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-499	http://nabucco.arts.kuleuven.be/item/31543	-	-	Maarja Seire (23/01/2018)	"""A00449; A00450; A00451; A00452; A00453; A00454; A00455; A51654"""	"449; 450; 451; 452; 453; 454; 455; 51654"	
T00055	55	BM 30795		Abraham 2004, no. 24	Egibi Nūr-Sîn	Legal document	bond	"(without specification); bāru; eleppu (boat); GIŠ.ŠID (register)"	Babylon	26.11.26 Darius I	495	This interpretation differs slightly from Abraham 2004, p. 244: Rēmūtu and Libluṭ probably need to perform a service obligation involving boats under supervision of the Governor of Babylon.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-522	http://nabucco.arts.kuleuven.be/item/31681	-	-	Maarja Seire (23/01/2018)	"""A00456; A00457; A00458; A00459; A00460; A00461; A00462; A00463; A00464; A51655"""	"456; 457; 458; 459; 460; 461; 462; 463; 464; 51655"	
T00056	56	BM 30799		Abraham 2004, no. 25	Egibi Nūr-Sîn	Legal document	sub-lease contract	"eleppu (boat); idū (rent); kaspu bitqu nuhhutu (scrap silver with 1/8 alloy); kurummatu (ration)"	Broken/Unclear	26.5.4 Darius I	518?	Cf. Wunsch 2000a, note 339.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-526	http://nabucco.arts.kuleuven.be/item/31819	-	-	Maarja Seire (23/01/2018)	"""A00465; A00466; A00467; A00468; A00469; A00470; A00471; A51656; A68673"""	"465; 466; 467; 468; 469; 470; 471; 51656; 68673"	
T00057	57	BM 30819		Abraham 2004, no. 26	Egibi Nūr-Sîn	Legal document	receipt	"ilku (corvée); šaṭāru (record)"	Šabilu	05.13.25 Darius I	496		-	https://www.britishmuseum.org/collection/object/W_1876-1117-546	http://nabucco.arts.kuleuven.be/item/32095	-	-	Maarja Seire (23/01/2018)	"""A00472; A00473; A00474; A00475; A00476; A00477; A00478; A08415"""	"472; 473; 474; 475; 476; 477; 478; 8415"	
T00058	58	BM 30853		Abraham 2004, no. 27	Egibi Nūr-Sîn	Administrative document	outgoing	"agru (hireling); dannu (vat); eleppu (boat); giṭṭu (receipt); haliptu (cable); idū (rent); kaspu peṣû (white silver); kunukku (sealed tablet); kurummatu (ration); qēmu (flour); šādidu (boat tower); šikaru (beer); šīmu (price); TÚG.KUR.RA (garment); uṭṭatu (barley)"	Not mentioned	NN	-	List of expenditures for various activities connected to boat transports to Susa, under the authority of the Governor (of Babylon). 	-	https://www.britishmuseum.org/collection/object/W_1876-1117-580	https://nabucco.arts.kuleuven.be/item/32230	-	-	Maarja Seire (23/01/2018)	"""A00479; A00480; A00481; A00482; A00483; A00484; A00485; A00486; A00487; A00488; A01454; A03118; A03121; A03124; A03126"""	"479; 480; 481; 482; 483; 484; 485; 486; 487; 488; 1454; 3118; 3121; 3124; 3126"	
T00059	59	BM 31959+		Wunsch 2000b, no. 10A	Egibi Nūr-Sîn	Legal document	division of inheritance	"akalu (usufruct); amēlūtu (slaves); bītu (house); broken/unclear; harrānu (business venture); karû (property held in common by several persons); kaspu (silver); kirî gišimmarī (date palm grove); maškanu (pledge); mērešu (grain-cultivated land); nīš ili u šarri (oath); šīmu (price); ṭuppu (tablet, record); u’iltu (promissory note); zēru (arable land); zēru zaqpu (land planted with date palms); zittu (inheritance share)"	Babylon	.0. Darius I	-	The document is about the allocation of inheritance shares between Nabû-ahhē-iddin's 3 sons, his business partner and his wife. The role of the 'testator' is rather passive in this document - Nabû-ahhē-iddin had died in c. Nbn 13. The inheritance consists of slaves, house, land and mentions many monetary transactions. See NaBuCCo for the paraphrase.	https://cdli.ucla.edu/P405110	https://www.britishmuseum.org/collection/object/W_1876-1117-1686	http://nabucco.arts.kuleuven.be/item/29332	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328227	-	Maarja Seire (26/01/2018)	"""A00489; A00490; A00491; A00492; A00493; A00494; A00495; A00496; A00497; A00498; A00499; A00500; A00501; A00502; A00503; A53171; A53172"""	"489; 490; 491; 492; 493; 494; 495; 496; 497; 498; 499; 500; 501; 502; 503; 53171; 53172"	
T00060	60	BM 41551		Wunsch 2000b, no. 10B	Egibi Nūr-Sîn	Legal document	NN	NN	Babylon	NN	-	See the duplicate BM 31959+ (Wunsch 2000b, no. 10A).	-	https://www.britishmuseum.org/collection/object/W_1881-0625-165	https://nabucco.arts.kuleuven.be/item/29458	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328227	-	Maarja Seire (26/01/2018)	NN	NN	
T00062	62	BM 30854		Abraham 2004, no. 28	Egibi Nūr-Sîn	Administrative document	outgoing	"bītu (house); dannu (vat); idū (rent); kaspu (silver); šikaru (beer); šīmu (price); suluppū (dates)"	Not mentioned	NN	-	List of expenditures of silver.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-581	http://nabucco.arts.kuleuven.be/item/32365	-	-	Maarja Seire (26/01/2018)	"""A00504; A00505; A00506; A00507"""	"504; 505; 506; 507"	
T00063	63	BM 30961		Abraham 2004, no. 29	Egibi Nūr-Sîn	Legal document	receipt	"eleppu (boat); kaspu peṣû bitqu nuhhutu (white scrap silver with 1/8 alloy); šīmu (price); u’iltu (promissory note)"	Babylon	12.6.26 Darius I	496	Abraham 2004, 55 = BM 31667 + BM 31641. This is a receipt, the sale is recorded in BM 30370 (Abraham 2004, no. 11).	-	https://www.britishmuseum.org/collection/object/W_1876-1117-688	http://nabucco.arts.kuleuven.be/item/32500	-	-	Maarja Seire (26/01/2018)	"""A00508; A00509; A00510; A00511; A00512; A00513; A00514; A00515; A00516; A14438"""	"508; 509; 510; 511; 512; 513; 514; 515; 516; 14438"	
T00064	64	BM 30965		Abraham 2004, no. 30	Egibi Nūr-Sîn	Legal document	bond	"akalu (bread/food); Bēl; ērib bītūtu (prebend of the temple enterer); kaspu (silver); maškanu (pledge); Nabû; šaṭāru ša adanni (record of obligation); šikaru (beer); suluppū (dates); u’iltu (promissory note); uṭṭatu (barley)"	Babylon	21.5.26 Darius I	496	Promise under oath to settle debt of silver, barley and dates.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-692	http://nabucco.arts.kuleuven.be/item/32641	-	-	Maarja Seire (26/01/2018)	"""A00517; A00518; A00519; A00520; A00521; A00522; A00523; A00524; A00525; A00526; A00527; A00528; A00529; A00530; A51682"""	"517; 518; 519; 520; 521; 522; 523; 524; 525; 526; 527; 528; 529; 530; 51682"	
T00065	65	BM 30980		Abraham 2004, no. 31	Egibi Nūr-Sîn	Legal document	receipt	"gimru (transport expenses); suluppū (dates)"	Babylon	4.9.26 Darius I	496	Marduk-nāṣir-apli pays gimru by order of Gūzānu, governor of Babylon. The amount and what is paid is not specified, but it is for transportation of dates.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-707	http://nabucco.arts.kuleuven.be/item/30571	-	-	Maarja Seire (26/01/2018)	"""A00531; A00532; A00533; A00534; A00535; A00536; A00537; A00538; A01755; A51683"""	"531; 532; 533; 534; 535; 536; 537; 538; 1755; 51683"	
T00066	66	BM 30994		Abraham 2004, no. 32	Egibi Nūr-Sîn	Legal document	promissory note	"itinnu (builder); kaspu peṣû bitqu nuhhutu (white scrap silver with 1/8 alloy); lē’û (register)"	Babylon	5.8.26 Darius I	496	When debt is paid, Marduk-nāṣir-apli will give the register of the 'builder' to Nabû-kuzub-ilāni.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-721	http://nabucco.arts.kuleuven.be/item/30709	-	-	Maarja Seire (26/01/2018)	"""A00539; A00540; A00541; A00542; A00543; A00544; A00545; A00546; A51684"""	"539; 540; 541; 542; 543; 544; 545; 546; 51684"	
T00067	67	BM 31018		Abraham 2004, no. 33	Egibi Nūr-Sîn	Legal document	receipt	"kaspu ginnu (stamped silver); šipirtu (letter order; message)"	Babylon	02.5.11 Darius I	511		-	https://www.britishmuseum.org/collection/object/W_1876-1117-745	http://nabucco.arts.kuleuven.be/item/30850	-	-	Maarja Seire (26/01/2018)	"""A00547; A00548; A00549; A00550; A00551; A00552; A00553; A00554; A00555; A00556; A08369"""	"547; 548; 549; 550; 551; 552; 553; 554; 555; 556; 8369"	
T00069	69	BM 31026		Abraham 2004, no. 34	Egibi Nūr-Sîn	Legal document	receipt	"kaspu bitqu nuhhutu (scrap silver with 1/8 alloy); kurummatu (ration); other; qaštu (bow land)"	Šahrīn	03.5.15 Darius I	507	The silver is paid for the rations of the zargaya-workmen.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-753	http://nabucco.arts.kuleuven.be/item/30988	-	-	Maarja Seire (27/01/2018)	"""A00557; A00558; A00559; A00560; A00561; A00562; A00563; A00564; A00565; A00566; A01549; A08370"""	"557; 558; 559; 560; 561; 562; 563; 564; 565; 566; 1549; 8370"	
T00070	70	BM 31036		Abraham 2004, no. 35	Egibi Nūr-Sîn	Legal document	receipt	"giṭṭu (receipt); kaspu bitqu nuhhutu (scrap silver with 1/8 alloy); šaṭāru (record); suluppū (dates)"	Babylon	18.2.26 Darius I	496		-	https://www.britishmuseum.org/collection/object/W_1876-1117-763	http://nabucco.arts.kuleuven.be/item/31129	-	-	Maarja Seire (27/01/2018)	"""A00568; A00569; A00570; A00571; A00572; A00573; A00574; A00575; A01554; A08371"""	"568; 569; 570; 571; 572; 573; 574; 575; 1554; 8371"	
T00072	72	BM 31058		Abraham 2004, no. 36	Egibi Nūr-Sîn	Legal document	promissory note	suluppū (dates)	Babylon	18.1. Darius I	-	The date formula is broken, the king's name and title are not legible.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-785	http://nabucco.arts.kuleuven.be/item/31270	-	-	Maarja Seire (27/01/2018)	"""A00576; A00577; A00578; A00579; A00580; A00581; A00582; A00583"""	"576; 577; 578; 579; 580; 581; 582; 583"	
T00073	73	BM 31118		Abraham 2004, no. 37	Egibi Nūr-Sîn	Legal document	receipt	agru (hireling)	Babylon	04.0.25 Darius I	497/496	The object of the transaction is broken.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-845	http://nabucco.arts.kuleuven.be/item/31408	-	-	Maarja Seire (27/01/2018)	"""A00584; A00585; A00586; A00587; A00588; A08373"""	"584; 585; 586; 587; 588; 8373"	
T00074	74	BM 31138		Abraham 2004, no. 38	Egibi Nūr-Sîn	Legal document	receipt	uṭṭatu (barley)	Babylon	19.3.25 Darius I	497		-	https://www.britishmuseum.org/collection/object/W_1876-1117-865	http://nabucco.arts.kuleuven.be/item/31546	-	-	Maarja Seire (27/01/2018)	"""A00590; A00591; A00592; A00593; A00594; A00595; A00596; A00597; A00598; A01759; A08374"""	"590; 591; 592; 593; 594; 595; 596; 597; 598; 1759; 8374"	
T00075	75	BM 31188		Abraham 2004, no. 39	Egibi Nūr-Sîn	Legal document	receipt	"giṭṭu (receipt); kāru (quay); šādidu (boat tower); urāšu (corvée)"	Babylon	25.0.24 Darius I	498/497		-	https://www.britishmuseum.org/collection/object/W_1876-1117-915	http://nabucco.arts.kuleuven.be/item/31684	-	-	Maarja Seire (27/01/2018)	"""A00599; A00600; A00601; A00602; A00603; A00604; A00605; A00606; A00607; A01564; A08375; A13367"""	"599; 600; 601; 602; 603; 604; 605; 606; 607; 1564; 8375; 13367"	
T00076	76	BM 31203		Abraham 2004, no. 40	Egibi Nūr-Sîn	Legal document	receipt	"kurummatu (ration); qēmu (flour)"	Babylon	NN	-		-	https://www.britishmuseum.org/collection/object/W_1876-1117-930	http://nabucco.arts.kuleuven.be/item/31822	-	-	Maarja Seire (27/01/2018)	"""A00608; A00609; A00610; A00611; A00612; A00613"""	"608; 609; 610; 611; 612; 613"	
T00077	77	BM 31226		Abraham 2004, no. 41	Egibi Nūr-Sîn	Legal document	receipt	"agru (hireling); dūr āli (city wall)"	Babylon	09.8.26 Darius I	496	This tablet has peculiarities to do with the planning of the space and writing. See Abraham 2004, p. 278.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-953	http://nabucco.arts.kuleuven.be/item/31963	-	-	Maarja Seire (04/02/2018)	"""A00614; A00615; A00616; A00617; A00618; A00619; A00620; A00621; A00622; A00623; A00624; A00625; A08377; A13382"""	"614; 615; 616; 617; 618; 619; 620; 621; 622; 623; 624; 625; 8377; 13382"	
T00078	78	BM 31227		Abraham 2004, no. 42	Egibi Nūr-Sîn	Legal document	receipt	"gišru (bridge); idū (rent); ilku (corvée)"	Bāb-bitaqu	04.0.25 Darius I	497/496	The document records a payment of ilku-tax, which seems to be somehow connected to a bridge in Babylon.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-954	http://nabucco.arts.kuleuven.be/item/32098	-	-	Maarja Seire (04/02/2018)	"""A00626; A00627; A00628; A00629; A00630; A00631; A00632; A01579; A08378"""	"626; 627; 628; 629; 630; 631; 632; 1579; 8378"	
T00079	79	BM 31322		Abraham 2004, no. 43	Egibi Nūr-Sîn	Legal document	receipt	"ilku (corvée); šaṭāru (record); zittu (share)"	Babylon	16.4.25 Darius I	497		-	https://www.britishmuseum.org/collection/object/W_1876-1117-1049	http://nabucco.arts.kuleuven.be/item/32233	-	-	Maarja Seire (04/02/2018)	"""A00633; A00634; A00635; A00636; A00637; A00638; A00639; A00640; A00641; A08379"""	"633; 634; 635; 636; 637; 638; 639; 640; 641; 8379"	
T00080	80	BM 31347		Abraham 2004, no. 44	Egibi Nūr-Sîn	Legal document	receipt	"eleppu (boat); kāru (quay); miksu (customs dues); suluppū (dates); uṭṭatu (barley)"	Broken/Unclear	20.10. Darius I	-		-	https://www.britishmuseum.org/collection/object/W_1876-1117-1074	http://nabucco.arts.kuleuven.be/item/32368	-	-	Maarja Seire (04/02/2018)	"""A00642; A00643; A00644; A00645; A00646; A00648; A08380"""	"642; 643; 644; 645; 646; 648; 8380"	
